Susan sent my dad 's son 's friend 's brother 's doctor 's teacher 's dad the button .	Susan kept my dad 's son 's friend 's brother 's doctor 's teacher 's dad the button .
my doctor gave your doctor 's dad 's boss 's wife 's brother 's father 's mother the shirt .	my doctor kept your doctor 's dad 's boss 's wife 's brother 's father 's mother the shirt .
your boss bought your son 's mom 's grandmother 's husband 's teacher 's dentist 's friend the rug .	your boss held your son 's mom 's grandmother 's husband 's teacher 's dentist 's friend the rug .
the teacher showed my father 's grandmother 's father 's boss 's daughter 's boss 's doctor the book .	the teacher cleaned my father 's grandmother 's father 's boss 's daughter 's boss 's doctor the book .
your teacher gave my son 's daughter 's teacher 's son 's teacher 's sister 's mom the spoon .	your teacher moved my son 's daughter 's teacher 's son 's teacher 's sister 's mom the spoon .
the adult bought your father 's dad 's dentist 's wife 's dad 's sister 's doctor the crayon .	the adult cleaned your father 's dad 's dentist 's wife 's dad 's sister 's doctor the crayon .
your cousin showed my son 's boss 's wife 's son 's friend 's doctor 's husband the door .	your cousin dropped my son 's boss 's wife 's son 's friend 's doctor 's husband the door .
your dentist showed your boss 's wife 's grandmother 's father 's son 's daughter 's wife the car .	your dentist shook your boss 's wife 's grandmother 's father 's son 's daughter 's wife the car .
my friend sent my mom 's brother 's mom 's dentist 's brother 's sister 's wife the cup .	my friend dropped my mom 's brother 's mom 's dentist 's brother 's sister 's wife the cup .
my cousin gave my dad 's mom 's boss 's doctor 's sister 's sister 's mother the truck .	my cousin kept my dad 's mom 's boss 's doctor 's sister 's sister 's mother the truck .
Carol showed my mom 's father 's brother 's teacher 's doctor 's dad 's mother the window .	Carol lost my mom 's father 's brother 's teacher 's doctor 's dad 's mother the window .
the child bought your teacher 's cousin 's wife 's mom 's dad 's father 's mother the picture .	the child shook your teacher 's cousin 's wife 's mom 's dad 's father 's mother the picture .
the dancer gave your sister 's husband 's friend 's mother 's husband 's brother 's cousin the hat .	the dancer kept your sister 's husband 's friend 's mother 's husband 's brother 's cousin the hat .
Cindy showed your boss 's boss 's husband 's cousin 's wife 's father 's boss the plate .	Cindy shook your boss 's boss 's husband 's cousin 's wife 's father 's boss the plate .
your boss gave my doctor 's dad 's wife 's son 's sister 's grandmother 's father the box .	your boss held my doctor 's dad 's wife 's son 's sister 's grandmother 's father the box .
my doctor sent my grandmother 's brother 's doctor 's doctor 's wife 's mother 's brother the book .	my doctor held my grandmother 's brother 's doctor 's doctor 's wife 's mother 's brother the book .
my boss gave my mother 's husband 's dentist 's teacher 's sister 's brother 's cousin the bicycle .	my boss lost my mother 's husband 's dentist 's teacher 's sister 's brother 's cousin the bicycle .
your teacher showed my dad 's dentist 's brother 's cousin 's husband 's daughter 's grandmother the crayon .	your teacher lost my dad 's dentist 's brother 's cousin 's husband 's daughter 's grandmother the crayon .
Ronald sent your mom 's son 's boss 's teacher 's friend 's teacher 's son the truck .	Ronald kept your mom 's son 's boss 's teacher 's friend 's teacher 's son the truck .
the customer gave your dentist 's brother 's doctor 's teacher 's dad 's brother 's wife the bag .	the customer dropped your dentist 's brother 's doctor 's teacher 's dad 's brother 's wife the bag .
the adult sent your dentist 's husband 's mom 's dad 's son 's son 's mother the spoon .	the adult shook your dentist 's husband 's mom 's dad 's son 's son 's mother the spoon .
Kristen showed your boss 's friend 's doctor 's dad 's doctor 's brother 's teacher the truck .	Kristen kept your boss 's friend 's doctor 's dad 's doctor 's brother 's teacher the truck .
my teacher sent my friend 's friend 's teacher 's sister 's boss 's brother 's sister the door .	my teacher cleaned my friend 's friend 's teacher 's sister 's boss 's brother 's sister the door .
Brian sent my grandmother 's mother 's dentist 's cousin 's husband 's son 's mom the book .	Brian kept my grandmother 's mother 's dentist 's cousin 's husband 's son 's mom the book .
my cousin bought my father 's mother 's friend 's doctor 's friend 's grandmother 's daughter the crayon .	my cousin lost my father 's mother 's friend 's doctor 's friend 's grandmother 's daughter the crayon .
the dentist sent my grandmother 's father 's wife 's sister 's dentist 's boss 's wife the cup .	the dentist lost my grandmother 's father 's wife 's sister 's dentist 's boss 's wife the cup .
your dentist showed your son 's mom 's daughter 's sister 's boss 's teacher 's boss the crayon .	your dentist held your son 's mom 's daughter 's sister 's boss 's teacher 's boss the crayon .
my cousin bought my mom 's daughter 's friend 's father 's son 's dad 's mother the plate .	my cousin held my mom 's daughter 's friend 's father 's son 's dad 's mother the plate .
Julie sent your doctor 's mother 's husband 's doctor 's boss 's father 's daughter the button .	Julie cleaned your doctor 's mother 's husband 's doctor 's boss 's father 's daughter the button .
Donald sent my boss 's son 's teacher 's mom 's father 's mom 's mother the fork .	Donald held my boss 's son 's teacher 's mom 's father 's mom 's mother the fork .
the doctor sent my friend 's dentist 's daughter 's father 's dentist 's friend 's doctor the couch .	the doctor cleaned my friend 's dentist 's daughter 's father 's dentist 's friend 's doctor the couch .
Anne bought your sister 's mother 's teacher 's daughter 's mom 's friend 's boss the shirt .	Anne lost your sister 's mother 's teacher 's daughter 's mom 's friend 's boss the shirt .
Julie showed your husband 's boss 's sister 's sister 's dad 's husband 's cousin the chair .	Julie shook your husband 's boss 's sister 's sister 's dad 's husband 's cousin the chair .
my friend showed my father 's grandmother 's brother 's husband 's cousin 's boss 's husband the plane .	my friend cleaned my father 's grandmother 's brother 's husband 's cousin 's boss 's husband the plane .
your cousin gave your boss 's mother 's dad 's dentist 's mother 's brother 's dad the ship .	your cousin shook your boss 's mother 's dad 's dentist 's mother 's brother 's dad the ship .
the adult bought your son 's boss 's boss 's son 's grandmother 's husband 's son the picture .	the adult cleaned your son 's boss 's boss 's son 's grandmother 's husband 's son the picture .
the adult bought your dentist 's sister 's husband 's doctor 's brother 's sister 's boss the book .	the adult cleaned your dentist 's sister 's husband 's doctor 's brother 's sister 's boss the book .
the doctor gave my mother 's mom 's brother 's father 's mother 's son 's husband the dish .	the doctor moved my mother 's mom 's brother 's father 's mother 's son 's husband the dish .
the patient sent your teacher 's wife 's mother 's son 's dad 's doctor 's friend the candle .	the patient lost your teacher 's wife 's mother 's son 's dad 's doctor 's friend the candle .
Cindy bought my sister 's daughter 's dentist 's teacher 's teacher 's dad 's teacher the car .	Cindy lost my sister 's daughter 's dentist 's teacher 's teacher 's dad 's teacher the car .
Joseph sent your dentist 's wife 's boss 's sister 's mom 's teacher 's husband the box .	Joseph shook your dentist 's wife 's boss 's sister 's mom 's teacher 's husband the box .
Kristen sent your dentist 's friend 's father 's dentist 's teacher 's dentist 's wife the toy .	Kristen held your dentist 's friend 's father 's dentist 's teacher 's dentist 's wife the toy .
George showed my doctor 's mom 's friend 's dentist 's dad 's daughter 's boss the bicycle .	George lost my doctor 's mom 's friend 's dentist 's dad 's daughter 's boss the bicycle .
your teacher gave your friend 's cousin 's dad 's doctor 's dentist 's teacher 's husband the shirt .	your teacher cleaned your friend 's cousin 's dad 's doctor 's dentist 's teacher 's husband the shirt .
the teacher bought your husband 's grandmother 's mother 's wife 's cousin 's wife 's sister the book .	the teacher kept your husband 's grandmother 's mother 's wife 's cousin 's wife 's sister the book .
the doctor gave your sister 's grandmother 's mother 's cousin 's cousin 's mom 's brother the glass .	the doctor kept your sister 's grandmother 's mother 's cousin 's cousin 's mom 's brother the glass .
the child gave my mom 's father 's son 's cousin 's cousin 's wife 's cousin the cup .	the child lost my mom 's father 's son 's cousin 's cousin 's wife 's cousin the cup .
Paul bought your wife 's mom 's cousin 's friend 's sister 's teacher 's boss the crayon .	Paul moved your wife 's mom 's cousin 's friend 's sister 's teacher 's boss the crayon .
Jerry showed your boss 's cousin 's friend 's dad 's husband 's mother 's husband the shirt .	Jerry kept your boss 's cousin 's friend 's dad 's husband 's mother 's husband the shirt .
the teacher gave my doctor 's cousin 's teacher 's cousin 's sister 's sister 's friend the plane .	the teacher held my doctor 's cousin 's teacher 's cousin 's sister 's sister 's friend the plane .
the customer bought your teacher 's grandmother 's mom 's cousin 's dentist 's sister 's mom the window .	the customer held your teacher 's grandmother 's mom 's cousin 's dentist 's sister 's mom the window .
Donald sent your dad 's teacher 's cousin 's doctor 's daughter 's husband 's friend the plane .	Donald lost your dad 's teacher 's cousin 's doctor 's daughter 's husband 's friend the plane .
my friend bought my sister 's brother 's daughter 's mother 's brother 's teacher 's son the ring .	my friend kept my sister 's brother 's daughter 's mother 's brother 's teacher 's son the ring .
Wendy bought your doctor 's dentist 's dentist 's teacher 's brother 's father 's boss the spoon .	Wendy shook your doctor 's dentist 's dentist 's teacher 's brother 's father 's boss the spoon .
the dancer gave my grandmother 's friend 's brother 's teacher 's brother 's dentist 's mom the spoon .	the dancer kept my grandmother 's friend 's brother 's teacher 's brother 's dentist 's mom the spoon .
Jennifer gave your wife 's boss 's mother 's mother 's mom 's mom 's mom the rug .	Jennifer held your wife 's boss 's mother 's mother 's mom 's mom 's mom the rug .
my teacher gave my wife 's sister 's wife 's brother 's friend 's sister 's husband the doll .	my teacher kept my wife 's sister 's wife 's brother 's friend 's sister 's husband the doll .
your dentist gave your son 's father 's wife 's mother 's sister 's mom 's wife the car .	your dentist lost your son 's father 's wife 's mother 's sister 's mom 's wife the car .
